Date,Traditional,Multifactor,Defensive
2017-12-31,0.010652956760549828,0.005134232283433545,0.006391539190544349
2018-01-31,0.030215475665210094,0.02853309233349147,0.020154691872577117
2018-02-28,-0.030885218888326044,-0.021264632543050083,-0.025498226274916547
2018-03-31,-0.006113979866110354,-0.0073236491883064345,-0.001922602081496588
2018-04-30,-0.0015239658719374744,-0.005040747314364005,-0.007092730780718568
2018-05-31,0.005481452010448621,0.016931578335324583,0.01373066227068243
2018-06-30,-0.0030981683936290847,0.0036228202077106943,0.0054664331399349175
2018-07-31,0.018209294311505166,0.017549876348074842,0.021064370692856348
2018-08-31,0.00644647696255022,0.02759026007256534,0.022646508836369927
2018-09-30,0.0011828047308743805,0.004116954227155107,0.004571123468279641
2018-10-31,-0.047397027194879066,-0.046480245532130655,-0.03801862545984595
2018-11-30,0.012600211975170299,0.014231955856326861,0.015553949035196732
2018-12-31,-0.03551318839410503,-0.03762757321006188,-0.0377870714971866
2019-01-31,0.05040712655819371,0.04300093773899157,0.043924016571854144
2019-02-28,0.014345630032963639,0.022702497063308444,0.0241032691942994
2019-03-31,0.017917774496721967,0.02325193539274515,0.024277372060879945
2019-04-30,0.019914178560347294,0.015966049669671783,0.017471907122091967
2019-05-31,-0.02878148523854044,-0.013144483989145958,-0.016947836465511845
2019-06-30,0.042273721640479045,0.039997784390627455,0.039682360928452065
2019-07-31,0.001142322268465704,0.010405976894302216,0.009836177734197801
2019-08-31,-0.0021280823812574994,0.011289114342112761,0.01057305562632072
2019-09-30,0.010684027452543918,0.0008272835033980614,0.0058752006402784905
2019-10-31,0.017135672879983306,0.00599501415725954,0.006646511808288508
2019-11-30,0.013878154626880879,0.018143308477019844,0.017410611617468093
2019-12-31,0.020660433718839983,0.012609640127274472,0.013852758942033585
2020-01-31,-0.000992786088235921,0.0187690681307418,0.012772739617723272
2020-02-29,-0.03859768764787228,-0.04218665721875614,-0.04489254550590742
2020-03-31,-0.07964854249887839,-0.06792306825063658,-0.06742902064988011
2020-04-30,0.06124318618240612,0.06863823963475549,0.06693207793478469
2020-05-31,0.03324918585177984,0.034293175440157746,0.0324891060248877
2020-06-30,0.020513797501016114,0.009560392567427281,-0.0002219154087892022
2020-07-31,0.03810863146901296,0.039079500048753844,0.03416063236588302
2020-08-31,0.03285844700617382,0.03485091615097716,0.025483724967194324
2020-09-30,-0.01854809540644212,-0.01823227486451797,-0.015231488200578562
2020-10-31,-0.015747369476146182,-0.022597939681508628,-0.019910749706869534
2020-11-30,0.07539249018848639,0.06485150125248888,0.06297964487164011
2020-12-31,0.029550652252557374,0.019899132220495646,0.01900681013020232
2021-01-31,-0.004681559126376139,-0.0109875398504726,-0.020182204317174175
2021-02-28,0.007660226043350999,-0.0016076584064471594,0.00238245846958725
2021-03-31,0.012899894484680059,0.014585712634698392,0.02759658950740229
2021-04-30,0.029052692680534092,0.03505972818983984,0.030147581863117758
2021-05-31,0.0096467996674522,0.0024742953204151402,0.00647439075217762
2021-06-30,0.010890065282750988,0.01721548423927094,0.018588040794099453
2021-07-31,0.009912963021520558,0.02030422881404788,0.025372734875072148
2021-08-31,0.0122433605366216,0.01685338456496676,0.013322857093142959
2021-09-30,-0.02921720106951707,-0.033749536538978116,-0.03830610056813696
2021-10-31,0.03219532612406282,0.043493829579530914,0.03922418242672316
2021-11-30,-0.012761571938625978,-0.01212749972143928,-0.00688581158894249
2021-12-31,0.02162621224414315,0.018223318489677537,0.029319410287488197
2022-01-31,-0.035373330996142316,-0.05177467432255215,-0.047178844983247384
2022-02-28,-0.02294441766186406,-0.02427623052374466,-0.026088062956672542
2022-03-31,0.00017448566576094317,0.016995337531323804,0.01693995811336911
2022-04-30,-0.06391745779500568,-0.06845281776621459,-0.0563220775005622
2022-05-31,0.00572417908180144,0.0015860431900470999,0.0026545892975899
2022-06-30,-0.054804781889658385,-0.04522608962480558,-0.045640628464308386
2022-07-31,0.051776901486712996,0.04836507486286411,0.052158159115200026
2022-08-31,-0.03835497336506752,-0.03274792325664424,-0.03705489205284142
2022-09-30,-0.07277459248059286,-0.06199235349300503,-0.06687511903069487
2022-10-31,0.03167838826252078,0.0511808229576209,0.04155029866835007
2022-11-30,0.06525185496363459,0.049026593112205724,0.05551939176607042
2022-12-31,-0.03152351281943167,-0.03030177093815985,-0.03191252101032831
2023-01-31,0.05839176627544824,0.02974998791135057,0.039316660872977166
2023-02-28,-0.030586063297735763,-0.031236070278338943,-0.0294094806119159
2023-03-31,0.030549246937092447,0.027976493460774778,0.03530433810185472
2023-04-30,0.01171389333410318,0.01341913404907213,0.011912983464131353
2023-05-31,-0.01086292410637202,-0.01923390592544744,-0.01208588470406954
2023-06-30,0.03324738433508865,0.033850245491308474,0.03127111543331736
2023-07-31,0.02203898926659867,0.014175801145554221,0.0160012731018025
2023-08-31,-0.01997173388211578,-0.0040574926033239206,-0.00574352674293101
2023-09-30,-0.03594285305507943,-0.035824670157567615,-0.034067537448399285
2023-10-31,-0.021451935021040484,-0.014227165071636757,-0.013325850418754443
2023-11-30,0.07169305392105244,0.0669451467390007,0.06355237218941055
2023-12-31,0.0437748301437524,0.03930628319527143,0.037221524177632304
2024-01-31,0.0010981482297342813,0.019888189918971667,0.012910450929916103
2024-02-29,0.02114719305836984,0.03128194551505698,0.019881128806478326
2024-03-31,0.02351996312819395,0.021596245579900968,0.021596696210136383
2024-04-30,-0.03142434514742383,-0.037927513375624396,-0.03498327396866892
2024-05-31,0.034130721735010444,0.03442451031399958,0.03222283880276616
2024-06-30,0.015846547474031206,0.02286366085117731,0.0187222296365183
2024-07-31,0.01882827579793204,0.013707732143012453,0.02225856586404609
2024-08-31,0.02082869983850984,0.02936858511733628,0.03107605195844135
2024-09-30,0.018534221751922365,0.0144137764605499,0.010078623502511961
2024-10-31,-0.022603011881582376,-0.01641046489299003,-0.019178293232943067
2024-11-30,0.0286386311477759,0.03857596252878406,0.0347289560042882
2024-12-31,-0.020701238105657906,-0.03198786609376469,-0.03376162750694199
